ANO_ELEICAO;NR_TURNO;TP_ABRANGENCIA;SG_UF;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;DS_CARGO;NR_CANDIDATO;NM_CANDIDATO;NM_URNA_CANDIDATO;DS_DETALHE_SITUACAO_CAND;SG_PARTIDO;NM_COLIGACAO;DS_SIT_TOT_TURNO;QT_VOTOS_NOMINAIS;codeIBGE;espectro;pop2020;img;PIB;PIB_agr;PIB_ind;PIB_com;PIB_estatal;micro;meso
2020;1;M;MG;41017;BAMBUÍ;21;Prefeito;40;OLIVIO JOSÉ TEIXEIRA;OLÍVIO;DEFERIDO;PSB;O AGORA. O FUTURO. JUNTOS!;ELEITO;7523;3105103;DIREITA;23898;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psb.png;568162;106667;72523;244270;98923;Piuí;Oeste de Minas
2020;1;M;MG;48917;NEPOMUCENO;192;Prefeito;55;LUIZA MARIA LIMA MENEZES;IZA MENEZES;DEFERIDO;PSD;NEPOMUCENO DO BEM;ELEITO;4314;3144607;CENTRO ESQUERDA;26826;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;463196;82892;21738;208609;113941;Lavras;Campo das Vertentes
2020;1;M;MG;52299;SÃO GERALDO;284;Prefeito;45;WALMIR ROCHA LOPES;WALMIR;DEFERIDO;PSDB;UMA SÃO GERALDO CADA DIA MAIS FELIZ;ELEITO;3633;3161502;DIREITA;12562;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;220891;9198;79353;57662;49777;Ubá;Zona da Mata
2020;1;M;MG;41270;BELO VALE;338;Prefeito;15;WALTENIR LIBERATO SOARES;NEQUINHA;DEFERIDO;MDB;ÉTICA E DESENVOLVIMENTO. VOCÊ SEMPRE!;ELEITO;4560;3106408;DIREITA;7719;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;187949;17362;63197;51778;49607;Itaguara;Metropolitana de Belo Horizonte
2020;1;M;MG;54151;VÁRZEA DA PALMA;310;Prefeito;11;EDUARDO MONTEIRO DE ABREU;EDUARDO DA AGROVAP;DEFERIDO;PP;O TRABALHO NÃO PODE PARAR;ELEITO;6778;3170800;DIREITA;39803;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;812073;58100;213802;243460;166029;Pirapora;Norte de Minas
2020;1;M;MG;40207;FERVEDOURO;69;Prefeito;11;CARLOS CORINDON DE ARAUJO;DR CARLOS;DEFERIDO;PP;SEGUINDO EM FRENTE;ELEITO;3620;3125952;DIREITA;11054;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;109962;11172;5431;39102;47966;Muriaé;Zona da Mata
2020;1;M;MG;44016;COUTO DE MAGALHÃES DE MINAS;101;Prefeito;19;JOSÉ EDUARDO DE PAULA RABELO;ZÉ EDUARDO;DEFERIDO;PODE;JUNTOS PODEMOS MAIS ;ELEITO;1216;3120102;DIREITA;4423;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pode.png;52642;5872;1948;19288;22693;Diamantina;Jequitinhonha
2020;1;M;MG;53198;SENHORA DE OLIVEIRA;217;Prefeito;22;JOSE AURELIANO DA SILVA;ZE NOZINHO;DEFERIDO;PL;PARTIDO ISOLADO;ELEITO;2534;3166006;DIREITA;5786;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pl.png;70520;10751;1907;28020;26667;Viçosa;Zona da Mata
2020;1;M;MG;48496;MONJOLOS;101;Prefeito;77;GERALDO EUSTÁQUIO MAIA DA SILVA;MAIA;DEFERIDO;SOLIDARIEDADE;UNIDOS POR MONJOLOS;ELEITO;1335;3142502;CENTRO DIREITA;2202;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/solidariedade.png;33805;3330;7374;8366;13638;Curvelo;Central Mineira
2020;1;M;MG;51250;RODEIRO;275;Prefeito;14;JOSE CARLOS FERREIRA;JOSE CARLOS BENJAMIM;DEFERIDO;PTB;RODEIRO PODE MUITO MAIS;ELEITO;2685;3156304;CENTRO DIREITA;8224;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/ptb.png;402192;36049;204071;82952;34880;Ubá;Zona da Mata
2020;1;M;MG;41980;CUPARAQUE;89;Prefeito;10;ROGÉRIO VICENTE MENDES;ROGÉRIO MENDES;DEFERIDO;REPUBLICANOS;CUPARAQUE PARA TODOS;ELEITO;1919;3120839;CENTRO DIREITA;5005;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/republicanos.png;56926;6240;1989;21395;24113;Aimorés;Vale do Rio Doce
2020;1;M;MG;51870;SANTA RITA DE IBITIPOCA;24;Prefeito;15;LEANDRO EDUARDO FONSECA PAULA;LEANDRO;DEFERIDO;MDB;PARA CONTINUAR NO RUMO CERTO;ELEITO;1782;3159407;DIREITA;3402;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;67361;9989;15781;17574;18978;Juiz de Fora;Zona da Mata
2020;1;M;MG;45098;SÃO GONÇALO DO RIO PRETO;101;Prefeito;55;DILSON DE FÁTIMA MOREIRA;DI DE PEDRO DE CÉLIA;DEFERIDO;PSD;JUNTOS CONSTRUINDO CAMINHOS;ELEITO;1323;3125507;CENTRO ESQUERDA;3173;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;36773;2033;2252;11635;18286;Diamantina;Jequitinhonha
2020;1;M;MG;41785;CABECEIRA GRANDE;280;Prefeito;70;ELDSON AMORIM DUARTE;PROFESSOR ELDSON;DEFERIDO;AVANTE;DESENVOLVIMENTO COM TRANSPARÊNCIA;ELEITO;2039;3109451;CENTRO DIREITA;6988;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/avante.png;299696;64607;149433;37354;41033;Unaí;Noroeste de Minas
2020;1;M;MG;43397;COMERCINHO;175;Prefeito;13;EDNALVES ALVES COSTA;NAUVIN;DEFERIDO;PT;PARTIDO ISOLADO;ELEITO;1525;3117009;ESQUERDA;6774;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pt.png;56414;3398;2681;16616;31724;Pedra Azul;Jequitinhonha
2020;1;M;MG;47635;LAVRAS;160;Prefeito;40;JUSSARA MENICUCCI DE OLIVEIRA;JUSSARA MENICUCCI;DEFERIDO;PSB;TRABALHO E EXPERIÊNCIA PARA A RETOMADA DO DESENVOLVIMENTO;ELEITO;17637;3138203;DIREITA;104783;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psb.png;2762015;69625;456513;1460541;443447;Lavras;Campo das Vertentes
2020;1;M;MG;53074;SAPUCAÍ-MIRIM;205;Prefeito;11;NILSON GONÇALVES TRINDADE;NILSINHO;DEFERIDO;PP;SAPUCAÍ-MIRIM NO CAMINHO CERTO;ELEITO;2601;3165404;DIREITA;6989;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;111360;9346;14691;46268;30560;Pouso Alegre;Sul/Sudoeste de Minas
2020;1;M;MG;44474;DIVISA NOVA;55;Prefeito;25;JOSE LUIZ DE FIGUEIREDO;JOSÉ LUIZ;DEFERIDO;DEM;UNIDOS COM O POVO;ELEITO;2551;3122405;DIREITA;6025;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;79196;17640;4255;26646;27007;Alfenas;Sul/Sudoeste de Minas
2020;1;M;MG;40258;ALAGOA;306;Prefeito;45;JULIANO DINIZ DE OLIVEIRA;JULIANO;DEFERIDO;PSDB;PARTIDO ISOLADO;ELEITO;1598;3101300;DIREITA;2665;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;39209;6777;2992;11060;16786;São Lourenço;Sul/Sudoeste de Minas
2020;1;M;MG;41882;CHAPADA GAÚCHA;320;Prefeito;70;JAIR MONTAGNER;JAIRZINHO;DEFERIDO;AVANTE;CHAPADA NÃO PODE PARAR;ELEITO;2210;3116159;CENTRO DIREITA;13953;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/avante.png;225546;65808;8106;74648;60357;Januária;Norte de Minas
2020;1;M;MG;50792;RAUL SOARES;231;Prefeito;43;AMÉRICO DE ALMEIDA CÉZAR;DR AMÉRICO;DEFERIDO;PV;TRABALHO PELA VIDA;ELEITO;4645;3154002;CENTRO;23711;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pv.png;341217;29720;23536;159088;102718;Ponte Nova;Zona da Mata
2020;1;M;MG;53830;TOMBOS;111;Prefeito;11;TIAGO PEDROSA LAZZARONI DALPÉRIO;TIAGO DALPÉRIO;DEFERIDO;PP;UNIDOS PELO PROGRESSO DE TOMBOS;ELEITO;2830;3169208;DIREITA;7850;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;97309;6958;3950;43027;37725;Muriaé;Zona da Mata
2020;1;M;MG;42447;UNIÃO DE MINAS;142;Prefeito;77;GEOVA TOMAZ DE ALMEIDA;GEOVA;DEFERIDO;SOLIDARIEDADE;UNIÃO PARA TODOS;ELEITO;1395;3170438;CENTRO DIREITA;4284;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/solidariedade.png;105843;47509;6254;24871;23495;Frutal;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;52736;SÃO LOURENÇO;259;Prefeito;14;WALTER JOSE LESSA;LESSA;DEFERIDO;PTB;A MUDANÇA QUE SÃO LOURENÇO PRECISA;ELEITO;6975;3163706;CENTRO DIREITA;46202;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/ptb.png;1118880;1460;74156;710711;232759;São Lourenço;Sul/Sudoeste de Minas
2020;1;M;MG;52450;SÃO JOÃO DA MATA;164;Prefeito;51;ROSEMIRO DE PAIVA MUNIZ;MIRO;DEFERIDO;PATRIOTA;DO CAMPO À CIDADE, TRABALHANDO POR VOCÊ;ELEITO;1468;3162302;DIREITA;2746;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/patriota.png;42408;8269;1485;14332;16181;Santa Rita do Sapucaí;Sul/Sudoeste de Minas
2020;1;M;MG;45330;FRANCISCO SÁ;115;Prefeito;70;MÁRIO OSVALDO RODRIGUES CASASANTA;MÁRIO OSVALDO;DEFERIDO;AVANTE;PRA FRENTE QUE SE ANDA;ELEITO;10359;3126703;CENTRO DIREITA;26369;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/avante.png;377580;20146;16370;194707;107468;Montes Claros;Norte de Minas
2020;1;M;MG;43052;CATAGUASES;79;Prefeito;15;JOSÉ INÁCIO PEIXOTO PARREIRAS HENRIQUES;JOSÉ HENRIQUES;DEFERIDO;MDB;CATAGUASES PARA TODOS;ELEITO;13722;3115300;DIREITA;75540;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;1661034;12863;286593;763578;303672;Cataguases;Zona da Mata
2020;1;M;MG;52655;SÃO JOSÉ DO DIVINO;169;Prefeito;10;GERALDO GUEDES RODRIGUES;GÊKA;DEFERIDO;REPUBLICANOS;UMA SÃO JOSÉ PARA TODOS;ELEITO;1359;3163300;CENTRO DIREITA;3856;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/republicanos.png;39304;4100;1301;13537;19127;Governador Valadares;Vale do Rio Doce
2020;1;M;MG;50210;PIRAPETINGA;7;Prefeito;22;LUIZ HENRIQUE PEREIRA DA COSTA;LUIZ HENRIQUE LH;DEFERIDO;PL;PIRAPETINGA UNIDA;ELEITO;2998;3151107;DIREITA;10772;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pl.png;515447;4657;245279;126154;51229;Cataguases;Zona da Mata
2020;1;M;MG;41750;BRAÚNAS;176;Prefeito;77;JOVANI DUARTE MENEZES;JOVANI;DEFERIDO;SOLIDARIEDADE;BRAÚNAS, CORAÇÃO E ALMA;ELEITO;1770;3108800;CENTRO DIREITA;4769;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/solidariedade.png;159628;7290;111999;13574;25081;Guanhães;Vale do Rio Doce
2020;1;M;MG;50296;PIUMHI;220;Prefeito;11;PAULO CESAR VAZ;DR PAULO;DEFERIDO;PP;UNIDOS POR PIUMHI COM A FORÇA DO POVO;ELEITO;9257;3151503;DIREITA;34918;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;948473;90537;104549;497375;156738;Piuí;Oeste de Minas
2020;1;M;MG;50830;RESENDE COSTA;232;Prefeito;45;JOSÉ GOUVÊA FILHO;ZINHO GOUVEA;DEFERIDO;PSDB;SEGUINDO EM FRENTE;ELEITO;4144;3154200;DIREITA;11540;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;180447;37395;16184;68971;48237;São João Del Rei;Campo das Vertentes
2020;1;M;MG;50032;PIEDADE DE PONTE NOVA;339;Prefeito;22;ANTONIO MAYRINK BORDONI;TONINHO BORDONI;DEFERIDO;PL;PIEDADE LEVADA A SÉRIO;ELEITO;1742;3150208;DIREITA;4140;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pl.png;52696;9707;2125;16800;21527;Ponte Nova;Zona da Mata
2020;1;M;MG;40452;ALVINÓPOLIS;12;Prefeito;15;MAUROSAN GONÇALVES MACHADO;MAUROSAN;DEFERIDO;MDB;UNIDOS RUMO AO PROGRESSO;ELEITO;5211;3102308;DIREITA;15169;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;288155;25184;62391;97809;62996;Itabira;Metropolitana de Belo Horizonte
2020;1;M;MG;41394;BIQUINHAS;1;Prefeito;45;ARISLEU FERREIRA PIRES;ARISLEU PIRES;DEFERIDO;PSDB;PARTIDO ISOLADO;ELEITO;1572;3107000;DIREITA;2498;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;43584;11138;1711;13158;15317;Três Marias;Central Mineira
2020;1;M;MG;51594;SANTA MARIA DE ITABIRA;113;Prefeito;55;REINALDO DAS DORES SANTOS;REINALDO;DEFERIDO;PSD;SANTA MARIA MERECE MAIS;ELEITO;3999;3158003;CENTRO ESQUERDA;10857;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;180798;15108;19572;82006;47475;Itabira;Metropolitana de Belo Horizonte
2020;1;M;MG;40851;AREADO;19;Prefeito;70;DOUGLAS ÁVILA MOREIRA;DOUGLAS DO BORDADO;DEFERIDO;AVANTE;AREADO PARA O FUTURO;ELEITO;6305;3104304;CENTRO DIREITA;15181;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/avante.png;224956;24287;12718;111198;62331;Alfenas;Sul/Sudoeste de Minas
2020;1;M;MG;51276;ROMARIA;110;Prefeito;14;JOÃO RODRIGUES DOS REIS;JOÃO RODRIGUES;DEFERIDO;PTB;UNIDOS POR ROMARIA;ELEITO;1750;3156403;CENTRO DIREITA;3520;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/ptb.png;121295;56119;11307;28167;20673;Patrocínio;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;48810;MUZAMBINHO;189;Prefeito;22;PAULO SERGIO MAGALHÃES;PAULINHO;DEFERIDO;PL;UNIÃO, FORÇA E DETERMINAÇÃO;ELEITO;5457;3144102;DIREITA;20545;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pl.png;427246;33764;57917;209693;92160;São Sebastião do Paraíso;Sul/Sudoeste de Minas
2020;1;M;MG;46590;ITAMONTE;306;Prefeito;15;ALEXANDRE AUGUSTO MOREIRA SANTOS;ALEXANDRE FILADELFO;DEFERIDO;MDB;AVANÇA ITAMONTE;ELEITO;6055;3133006;DIREITA;15714;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;838947;11213;368881;246461;68194;São Lourenço;Sul/Sudoeste de Minas
2020;1;M;MG;52795;SÃO PEDRO DOS FERROS;234;Prefeito;17;NEWTON GABRIEL AVELAR;NEWTON AVELAR;DEFERIDO;PSL;NO CAMINHO CERTO;ELEITO;2462;3164001;DIREITA;7706;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psl.png;113851;15641;16202;39483;34005;Ponte Nova;Zona da Mata
2020;1;M;MG;41963;CRISÓLITA;73;Prefeito;13;RONALDO COSTA FARIAS;RONALDO COSTA ;DEFERIDO;PT;HONESTIDADE E TRANSPARENCIA;ELEITO;2143;3120151;ESQUERDA;6760;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pt.png;59001;12129;1349;12261;31588;Nanuque;Vale do Mucuri
2020;1;M;MG;46159;INGAÍ;343;Prefeito;14;GIULLIANO RIBEIRO PINTO;DIUDIU;DEFERIDO;PTB;NOSSA TERRA EM BOAS MAOS;ELEITO;1162;3130804;CENTRO DIREITA;2776;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/ptb.png;77732;28812;10906;17093;16851;Lavras;Campo das Vertentes
2020;1;M;MG;45292;FRANCISCO BADARÓ;177;Prefeito;13;ANTONIO REGINALDO MARTINS MOREIRA;REGINALDO;DEFERIDO;PT;FRANCISCO BADARÓ: IGUALDADE, TRABALHO E DESENVOLVIMENTO;ELEITO;2708;3126505;ESQUERDA;10321;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pt.png;61829;4332;1508;16708;37210;Capelinha;Jequitinhonha
2020;1;M;MG;52558;SÃO JOÃO EVANGELISTA;257;Prefeito;11;HÉRCULES JOSÉ PROCÓPIO;HÉRCULES PROCÓPIO;DEFERIDO;PP;MAIS CONQUISTAS E AVANÇOS SOCIAIS;ELEITO;3849;3162807;DIREITA;15767;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;205972;18538;12187;96652;63694;Guanhães;Vale do Rio Doce
2020;1;M;MG;48852;NANUQUE;190;Prefeito;90;GILSON COLETA BARBOSA;GILSON COLETA;DEFERIDO;PROS;TUDO POR NANUQUE E NENHUM PASSO ATRÁS;ELEITO;6942;3144300;DIREITA;40665;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pros.png;801595;30901;137984;392473;165611;Nanuque;Vale do Mucuri
2020;1;M;MG;48356;MINAS NOVAS;177;Prefeito;10;AECIO GUEDES SOARES;AÉCIO;DEFERIDO;REPUBLICANOS;MINAS NOVAS CADA VEZ MELHOR;ELEITO;10965;3141801;CENTRO DIREITA;31497;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/republicanos.png;311246;60889;14887;97384;126296;Capelinha;Jequitinhonha
2020;1;M;MG;49352;FRONTEIRA DOS VALES;4;Prefeito;19;ADAILTON RODRIGUES DA SILVA;DAI;DEFERIDO;PODE;JUNTO PODEMOS MUDAR FRONTEIRA;ELEITO;1625;3127057;DIREITA;4561;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pode.png;39962;3960;1002;10898;22773;Nanuque;Vale do Mucuri
2020;1;M;MG;49573;PASSOS;209;Prefeito;17;DIEGO RODRIGO DE OLIVEIRA;DIEGO OLIVEIRA;DEFERIDO;PSL;PARTIDO ISOLADO;ELEITO;13416;3147907;DIREITA;115337;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psl.png;2684325;162787;302658;1484445;478276;Passos;Sul/Sudoeste de Minas
2020;1;M;MG;46779;ITAVERAVA;87;Prefeito;22;JOSÉ FLAVIANO PINTO;NÔ;DEFERIDO;PL;PARTIDO ISOLADO;ELEITO;3126;3133907;DIREITA;5369;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pl.png;57815;5221;5187;19083;25303;Conselheiro Lafaiete;Metropolitana de Belo Horizonte
2020;1;M;MG;47473;LAGOA DOURADA;228;Prefeito;45;RONALD PEREIRA DUTRA;RONALD;DEFERIDO;PSDB;A MUDANÇA É AGORA;ELEITO;4374;3137403;DIREITA;13063;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;271323;72417;11372;110563;57638;São João Del Rei;Campo das Vertentes
2020;1;M;MG;50237;PIRAPORA;218;Prefeito;14;ALEXANDRO COSTA CÉSAR;ALEX CÉSAR;DEFERIDO;PTB;UM NOVO CAMINHO PARA PIRAPORA;ELEITO;13029;3151206;CENTRO DIREITA;56640;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/ptb.png;2371239;39346;889557;718425;265690;Pirapora;Norte de Minas
2020;1;M;MG;43451;CONCEIÇÃO DAS ALAGOAS;82;Prefeito;15;IVAINA REIS DE OLIVEIRA;IVAINA REIS;DEFERIDO;MDB;CONCEIÇÃO NO RUMO CERTO;ELEITO;8941;3117306;DIREITA;28346;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;918683;221201;161822;326823;131131;Uberaba;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;53473;SILVIANÓPOLIS;248;Prefeito;10;HOMERO BRASIL FILHO;HOMERO BRASIL;DEFERIDO;REPUBLICANOS;POR TODOS;ELEITO;2492;3167400;CENTRO DIREITA;6248;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/republicanos.png;121329;18678;27964;37864;29654;Santa Rita do Sapucaí;Sul/Sudoeste de Minas
2020;1;M;MG;46914;JABOTICATUBAS;143;Prefeito;25;ENEIMAR ADRIANO MARQUES;ENEIMAR DA ESCOLA;DEFERIDO;DEM;JABOTICATUBAS SEMPRE EM FRENTE ;ELEITO;3259;3134608;DIREITA;20418;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;249768;11373;15286;123342;83824;Sete Lagoas;Metropolitana de Belo Horizonte
2020;1;M;MG;47392;LADAINHA;270;Prefeito;40;KALID NEDIR MAIKEL;RELED;DEFERIDO;PSB;JUNTOS SOMOS MAIS FORTES;ELEITO;4810;3137007;DIREITA;18193;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psb.png;122996;13094;3046;31215;72373;Teófilo Otoni;Vale do Mucuri
2020;1;M;MG;44954;ESTRELA DO SUL;110;Prefeito;55;DAYSE MARIA SILVA GALANTE;DAYSE;DEFERIDO;PSD;PRA FAZER MUITO MAIS;ELEITO;3194;3124807;CENTRO ESQUERDA;8018;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;277545;143595;32130;54327;37117;Patrocínio;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;42579;CAPUTIRA;2;Prefeito;25;CELSO GONCALVES ANTUNES;CELSO GONCALVES;DEFERIDO;DEM;CAPUTIRA PARA TODOS;ELEITO;4108;3112901;DIREITA;9308;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;76278;10867;3272;21098;38484;Manhuaçu;Zona da Mata
2020;1;M;MG;40240;ICARAÍ DE MINAS;252;Prefeito;13;GONÇALO ANTÔNIO MENDES DE MAGALHÃES;GONÇALO;DEFERIDO;PT;UNIDOS POR ICARAI DE MINAS;ELEITO;3649;3130051;ESQUERDA;12097;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pt.png;84967;12388;2885;19188;48132;Januária;Norte de Minas
2020;1;M;MG;48410;MIRADOURO;187;Prefeito;14;CLOVES DA SILVA BOTELHO;CLOVES BOTELHO;DEFERIDO;PTB;¿PELA FORÇA DA UNIÃO¿;ELEITO;3882;3142106;CENTRO DIREITA;10787;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/ptb.png;142166;12181;11242;60623;47470;Muriaé;Zona da Mata
2020;1;M;MG;44873;ESPÍRITO SANTO DO DOURADO;164;Prefeito;25;ADALTO LUIS LEAL;ADALTO LEAL;DEFERIDO;DEM; PRAIA, UNIDA, PELA CONTINUAÇÃO DO PROGRESSO E DA COMPETÊNCIA. ;ELEITO;3267;3124401;DIREITA;4710;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;87529;14384;13761;28842;22905;Pouso Alegre;Sul/Sudoeste de Minas
2020;1;M;MG;47970;MARIA DA FÉ;99;Prefeito;14;ADILSON DOS SANTOS;ADILSON DOS SANTOS;DEFERIDO;PTB;MARIA DA FE DE VOLTA AOS TRILHOS;ELEITO;2843;3139904;CENTRO DIREITA;14056;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/ptb.png;183806;12433;11888;84280;61972;Itajubá;Sul/Sudoeste de Minas
2020;1;M;MG;50695;ALTO JEQUITIBÁ;168;Prefeito;12;DANIEL GUIMARÃES SATHLER;DANIEL;DEFERIDO;PDT;VALTAR É PRECISO ;ELEITO;3234;3153509;CENTRO ESQUERDA;8301;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pdt.png;89518;10346;4853;34053;35077;Manhuaçu;Zona da Mata
2020;1;M;MG;42870;CARMO DO RIO CLARO;77;Prefeito;55;FILIPE CARDOSO CARIELO;FILIPE CARIELO;DEFERIDO;PSD;CARMO MERECE MUITO MAIS;ELEITO;5171;3114402;CENTRO ESQUERDA;21268;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;510596;108161;56223;212014;92013;Alfenas;Sul/Sudoeste de Minas
2020;1;M;MG;53678;TARUMIRIM;267;Prefeito;25;MARCILIO DE PAULA BOMFIM;TILICA;DEFERIDO;DEM;O PROGRESSO CONTINUA;ELEITO;5116;3168408;DIREITA;14302;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;151436;13033;7927;63524;60074;Caratinga;Vale do Rio Doce
2020;1;M;MG;40096;AÇUCENA;3;Prefeito;55;RAULISSON MORAIS;NEM DO DUTA;DEFERIDO;PSD;O FUTURO PEDE CORAGEM;ELEITO;2584;3100500;CENTRO ESQUERDA;9368;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;93572;10876;20628;21101;38230;Ipatinga;Vale do Rio Doce
2020;1;M;MG;48690;MORADA NOVA DE MINAS;1;Prefeito;45;HERMANO ALVARES FRANCISCO DE MOURA;DR. HERMANO;DEFERIDO;PSDB;UNINDO COMPETÊNCIA E HONESTIDADE;ELEITO;2622;3143500;DIREITA;8910;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;339548;181936;21264;75828;47142;Três Marias;Central Mineira
2020;1;M;MG;40819;ARCEBURGO;182;Prefeito;22;GILSON PEREIRA DE MELLO;GILSON MELLO;DEFERIDO;PL;FILHOS DE ARCEBURGO;ELEITO;2832;3104106;DIREITA;10883;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pl.png;298624;13144;65056;123279;49591;São Sebastião do Paraíso;Sul/Sudoeste de Minas
2020;1;M;MG;43150;CENTRALINA;302;Prefeito;55;OSCAR LUIS FELDNER DE BARROS ARAUJO CUNHA;DR OSCAR;DEFERIDO;PSD;A FORÇA DO BEM;ELEITO;3738;3115805;CENTRO ESQUERDA;10346;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;279936;54788;11840;142127;45711;Uberlândia;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;40487;NAQUE;3;Prefeito;70;FERNANDO DA COSTA SILVA;FERNANDO;DEFERIDO;AVANTE;JUNTOS CONSTRUINDO O FUTURO DE NAQUE;ELEITO;2818;3144359;CENTRO DIREITA;7051;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/avante.png;82898;5848;3812;36019;32630;Ipatinga;Vale do Rio Doce
2020;1;M;MG;52833;SÃO ROMÃO;285;Prefeito;45;MARCELO MEIRELES DE MENDONÇA;MARCELO MEIRELES;DEFERIDO;PSDB;CIDADANIA E PROGRESSO - O TRABALHO CONTINUA;ELEITO;2488;3164209;DIREITA;12529;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;151919;43455;9714;37759;52588;Pirapora;Norte de Minas
2020;1;M;MG;42358;CANÁPOLIS;302;Prefeito;55;ENIVANDER ALVES DE MORAIS;ENIVANDER;DEFERIDO;PSD;DESENVOLVER CANÁPOLIS;ELEITO;3395;3111804;CENTRO ESQUERDA;12201;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;429201;103429;104210;125209;55116;Uberlândia;Triângulo Mineiro/Alto Paranaíba
